0,-5,8,0,32,7,25,15,-6,21,22,21,9,10,8,-8,-1,32,15,19,21,0,12,29,27,21,-5,2,22,22

0,28,12,-1,144,318,-28,20,31,18,11,4,37,1,-5,9,42,15,6,4,6,14,13,30,-2,5

0,10,-19,24,10,33,-136,-20,19,38,231,-56,-26,-2,-27,13,32,37,19,15,-13,-75,40,-19,-10,34,-1

0,3,12,49,23,-11,-1,40,-15,-9,20,4,-453,9,-632,75,18,-4,-3,21,48,9,2,-10,40,23

0,-26,234,225,117,13,4,25,-5,21,23,10,29,2,0,-7,16,12,12,170,32,25,16,39,15,0,-5,1

0,17,11,-3,140,21,13,7,32,76,36,8,-2,53,-10,44,9,2,37,35,-6,24,15,15,-1

1,21,429,24,146,143,29,140,20,-43,673,172,58,-102,-90,-63,28,205,155,3,15,2,-31,11,-26,28

1,-4267,-426,422,228,37,-220,-147,-238,-592,218,209,191,63,107,0,-110,35,147,64,-21,49,108,-227,26,-30,-186

1,7,23,17,28,28,18,-6,211,43,50,46,220,70,31,-73,9,25,-33,-141,-346,-1077,6,262,373

1,50,7,18,-71,30,19,40,28,-4,147,130,24,153,244,136,-162,-248,37,186,58,94,246,-182,-4472,-541

1,31,-2,-14,23,14,7,7,8,0,-13,-126,130,-8,58,0,13,-73,-127,-163,-120,-656,239,256,-68,-384,-276,265,-34

1,16,11,5,11,19,3,18,-11,-9,17,-9,103,177,146,12,-229,1558,-133,-65,40,-236,31

1,10,38,-2,31,23,21,8,14,10,24,25,-18,147,101,-15,17,-43,-11,-473,56,158,-26,-233,-52

2,310,-142,-103,-387,193,-149,116,-203,-445,-1035,-1320,-1720,-954,-66,586,1073,868,633,841,890,-139,-411,-61,-985,-1765
2,-50,-107,-134,-262,-153,-66,-163,-119,-322,-144,-70,-386,-682,-711,-457,1137,1911,1998,1446,-93,-281,-264,-328,-165,-287,-291,-313,-82
2,-186,-864,64,-110,-140,243,-58,-96,109,67,-472,-572,-799,-541,-301,313,936,-639,1022,897,596,-873,833,-211,-66
2,-101,-81,-84,-53,-111,-77,-82,-123,-56,-37,-29,-179,-150,14,342,192,321,588,-28,-538,-432,398,1434,1502,928,114,-59
