0,1,15,2,16,16,38,38,17,26,-7,13,28,-6,28,13,32,21,19,35,9,13,12,8,24,19,36,32,15,15

0,18,17,76,233,-186,48,10,59,-7,14,7,8,-9,9,-4,18,24,33,-10,44,7,19,6,10,0

0,5,22,26,-21,24,21,-20,-43,-26,-122,50,13,80,72,36,8,28,46,121,111,74,-63,-74,-44,95,-28

0,31,4,43,8,24,11,11,-24,30,11,-28,260,58,-53,-55,67,-10,14,-4,59,-152,54,138,-96,32

0,-16,19,-36,71,31,35,0,10,20,10,22,24,-5,70,184,-23,60,-11,30,-51,-101,101,36,38,17,44,18

0,17,17,17,39,2,-98,-3,32,5,96,-33,-64,-56,188,-101,-77,122,-45,15,33,-35,29,-21,52

1,-20,171,227,180,196,295,704,1568,2832,3056,3122,2288,829,-110,-499,-298,105,64,56,-35,-195,-366,-378,-287,-53

1,3484,732,1877,2941,2519,1740,1121,332,456,581,1080,1102,1056,472,-371,-772,-874,-138,191,234,13,-102,-114,-66,-377,-624

1,17,7,18,32,24,14,16,34,-18,19,161,408,451,659,1555,4052,1833,1044,354,357,-161,-222,-8,-209

1,5,8,-14,70,-72,14,42,64,60,226,421,1099,2104,2227,2504,2199,2150,1245,779,383,130,-111,-332,-843,-861

1,-3,3,25,20,33,26,5,79,73,59,93,80,-89,-86,109,164,474,802,970,2715,2285,2252,1239,-587,-994,-858,-349,-17

1,6,8,10,7,5,-18,-30,119,36,-31,41,46,210,399,741,1087,2360,280,-898,-967,-532,-203

1,1,15,-4,56,31,-29,-5,36,72,-7,58,79,86,228,1157,1449,1539,1556,1955,1642,962,454,65,-267

2,24,268,433,1053,1377,1832,2056,1955,2027,1633,753,-134,542,1605,688,92,-286,-394,-269,123,-46,-191,-282,-342,-147
2,105,48,119,98,137,284,-110,143,1107,2073,2832,1992,1665,624,129,1110,1402,910,370,-1125,153,651,325,-202,-20,-35,-87,-136
2,807,860,1058,1279,1557,1631,1450,350,-465,-350,91,1366,2188,1762,1182,281,-1204,-1071,936,-717,-457,1459,1893,-26,-2566
2,78,124,83,44,77,24,66,113,99,107,408,182,832,2692,2055,1642,899,-193,-114,346,846,1141,888,210,364,463,469
